case_id,case_summary,created_at,channel,case_type,category,plan_tier,customer_tenure_months,priority
ND-2025-002156,system slow.,2025-11-30 15:20:00+00:00,in_app,incident,performance_outage,pro,29,Medium
ND-2025-002157,add user.,2025-11-01 11:15:25+00:00,email,service_request,account_admin,standard,12,Medium
ND-2025-002158,card declined.,2025-11-02 09:50:50+00:00,email,incident,billing_payments,pro,20,High
ND-2025-002159,update billing info.,2025-11-03 13:25:15+00:00,webchat,service_request,account_admin,standard,6,Low
ND-2025-002160,bug after update.,2025-11-04 10:40:40+00:00,email,incident,bug,standard,15,Medium
ND-2025-002161,help locked out.,2025-11-05 08:55:05+00:00,phone,incident,access_permissions,free,3,Urgent
ND-2025-002162,invite user.,2025-11-06 14:10:30+00:00,email,service_request,account_admin,standard,9,Medium
ND-2025-002163,kpi mismatch.,2025-11-07 11:25:55+00:00,in_app,incident,data_reporting,pro,25,Medium
ND-2025-002164,general inquiry.,2025-11-08 09:40:20+00:00,email,service_request,other,free,0,Low
ND-2025-002200,we need to close our account before the holiday break please.,2025-12-02 09:15:22+00:00,email,service_request,account_admin,standard,14,Medium
ND-2025-002201,xero connector has stopped syncing for december invoices.,2025-12-02 10:45:11+00:00,webchat,incident,integrations,pro,6,High
ND-2025-002202,requesting full data export of all polaris boards before we archive.,2025-12-02 11:20:05+00:00,in_app,service_request,account_admin,enterprise,32,Low
ND-2025-002203,need vat receipt for the last payment for year end accounts.,2025-12-03 08:55:40+00:00,email,service_request,billing_payments,standard,2,Low
ND-2025-002204,orbit id is down completely for our london office.,2025-12-03 14:10:18+00:00,phone,incident,performance_outage,enterprise,60,Urgent
ND-2025-002205,cancel subscription immediately.,2025-12-04 09:30:22+00:00,email,service_request,account_admin,pro,11,Medium
ND-2025-002206,how do i delete a widget from the polaris dashboard?,2025-12-04 10:05:00+00:00,webchat,service_request,how_to_training,free,5,Low
ND-2025-002207,export to pdf crashes when the date range is q4.,2025-12-04 13:45:55+00:00,email,incident,bug,pro,24,High
ND-2025-002208,closing down business need to stop all northstar billing.,2025-12-05 08:20:12+00:00,email,service_request,account_admin,standard,9,Medium
ND-2025-002209,polaris board showing zero revenue for december but xero has data.,2025-12-05 11:15:33+00:00,in_app,incident,data_reporting,pro,18,High
ND-2025-002210,do you offer non-profit discounts for the enterprise tier?,2025-12-05 15:00:01+00:00,email,service_request,other,free,0,Low
ND-2025-002211,remove user john smith before 2026.,2025-12-06 09:40:19+00:00,webchat,service_request,account_admin,standard,12,Medium
ND-2025-002212,lost phone need urgent mfa reset for orbit id.,2025-12-06 12:22:45+00:00,email,incident,access_permissions,enterprise,40,Urgent
ND-2025-002213,escalating this cancellation request as no one replied.,2025-12-07 10:10:10+00:00,email,service_request,account_admin,pro,22,High
ND-2025-002214,the settings menu is misaligned in chrome.,2025-12-07 16:55:05+00:00,webchat,incident,bug,standard,8,Medium
ND-2025-002215,compliance requires audit logs for all 2025 logins.,2025-12-08 08:45:30+00:00,email,service_request,account_admin,enterprise,36,Low
ND-2025-002216,invoice amount doesn't match the agreed renewal price.,2025-12-08 09:15:12+00:00,email,service_request,billing_payments,pro,15,High
ND-2025-002217,salesforce connector timing out during large sync.,2025-12-08 11:30:44+00:00,in_app,incident,integrations,standard,4,Medium
ND-2025-002218,please terminate our account effective dec 31st.,2025-12-09 10:05:55+00:00,email,service_request,account_admin,standard,7,Medium
ND-2025-002219,where do i find the api key?,2025-12-09 14:20:11+00:00,webchat,service_request,how_to_training,free,1,Low
ND-2025-002220,suspicious login attempt flagged on admin account.,2025-12-09 15:45:33+00:00,email,incident,security_privacy,enterprise,50,Urgent
ND-2025-002221,what happens to our data after we cancel?,2025-12-10 08:30:22+00:00,email,service_request,account_admin,pro,20,Medium
ND-2025-002222,app crashing on ios 17.,2025-12-10 09:55:00+00:00,webchat,incident,bug,standard,10,Low
ND-2025-002223,delete my account.,2025-12-10 13:10:45+00:00,email,service_request,account_admin,free,3,Medium
ND-2025-002224,polaris boards are loading very slowly this morning.,2025-12-11 09:00:05+00:00,in_app,incident,performance_outage,pro,28,High
ND-2025-002225,downgrading to free tier for the new year.,2025-12-11 11:25:30+00:00,email,service_request,billing_payments,standard,13,Medium
ND-2025-002226,locked out of orbit id cannot access invoices.,2025-12-11 14:40:12+00:00,phone,incident,access_permissions,standard,5,Urgent
ND-2025-002227,please process account closure before renewal date.,2025-12-12 08:15:55+00:00,email,service_request,account_admin,pro,19,Medium
ND-2025-002228,urgent export needed csv format failing.,2025-12-12 10:30:33+00:00,webchat,service_request,data_reporting,enterprise,30,High
ND-2025-002229,shopify webhook not triggering.,2025-12-12 15:50:20+00:00,email,incident,integrations,pro,16,Medium
ND-2025-002230,change organization name.,2025-12-13 09:10:05+00:00,email,service_request,account_admin,free,2,Low
ND-2025-002231,widgets look broken on firefox.,2025-12-13 11:45:15+00:00,in_app,incident,bug,standard,8,Medium
ND-2025-002232,urgent cancellation request.,2025-12-13 13:20:44+00:00,email,service_request,account_admin,pro,25,High
ND-2025-002233,charged twice want refund.,2025-12-14 08:55:12+00:00,email,service_request,billing_payments,standard,1,Medium
ND-2025-002234,best way to configure year-end reports?,2025-12-14 12:05:30+00:00,webchat,service_request,how_to_training,pro,4,Low
ND-2025-002235,system is sluggish when running large reports.,2025-12-14 15:30:00+00:00,email,incident,performance_outage,enterprise,45,High
ND-2025-002236,cancelling service thanks.,2025-12-15 09:00:22+00:00,email,service_request,account_admin,standard,12,Medium
ND-2025-002237,okta sso configuration failing for new users.,2025-12-15 10:20:11+00:00,phone,incident,access_permissions,enterprise,10,Urgent
ND-2025-002238,report timestamps are in utc need gmt.,2025-12-15 13:40:55+00:00,email,service_request,data_reporting,standard,5,Low
ND-2025-002239,stop emails and delete account.,2025-12-15 16:15:30+00:00,webchat,service_request,account_admin,free,3,High
ND-2025-002240,hubspot token invalid error.,2025-12-16 08:10:45+00:00,email,incident,integrations,pro,22,Medium
ND-2025-002241,update card for jan payment.,2025-12-16 09:35:12+00:00,in_app,service_request,billing_payments,standard,14,High
ND-2025-002242,we are moving to a different provider please close account.,2025-12-16 11:50:00+00:00,email,service_request,account_admin,pro,6,Medium
ND-2025-002243,menu bar overlaps the polaris chart.,2025-12-16 14:25:33+00:00,webchat,incident,bug,standard,9,Low
ND-2025-002244,gdpr deletion request.,2025-12-16 15:40:10+00:00,email,service_request,account_admin,free,2,Medium
ND-2025-002245,terminate contract nd-ent-882 immediately.,2025-12-17 09:05:22+00:00,email,service_request,account_admin,enterprise,35,Urgent
ND-2025-002246,reports timing out for the ceo.,2025-12-17 10:45:55+00:00,phone,incident,performance_outage,enterprise,55,Urgent
ND-2025-002247,cannot export widget a to image.,2025-12-17 13:15:11+00:00,email,service_request,data_reporting,pro,11,Medium
ND-2025-002248,cancel account.,2025-12-17 16:00:30+00:00,webchat,service_request,account_admin,standard,8,Medium
ND-2025-002249,invoice dated 2026 generated too early.,2025-12-18 08:20:45+00:00,email,service_request,billing_payments,pro,17,High
ND-2025-002250,need to shut down this workspace.,2025-12-18 09:50:12+00:00,in_app,service_request,account_admin,standard,4,Medium
ND-2025-002251,salesforce fields not mapping correctly to polaris.,2025-12-18 11:10:05+00:00,email,incident,integrations,pro,13,Medium
ND-2025-002252,help with widget setup.,2025-12-18 14:30:33+00:00,webchat,service_request,how_to_training,free,1,Low
ND-2025-002253,urgent closure request avoid jan charge.,2025-12-18 16:45:20+00:00,email,service_request,account_admin,pro,21,High
ND-2025-002254,missing data points in year end report.,2025-12-19 09:00:00+00:00,email,service_request,data_reporting,standard,7,Medium
ND-2025-002255,close account.,2025-12-19 10:15:45+00:00,webchat,service_request,account_admin,standard,5,Medium
ND-2025-002256,link to help center gives 404.,2025-12-19 11:40:11+00:00,in_app,incident,bug,pro,12,Low
ND-2025-002257,confirming data deletion policy post-closure.,2025-12-19 13:25:30+00:00,email,service_request,account_admin,enterprise,26,Low
ND-2025-002258,cannot reset password for orbit id.,2025-12-19 15:10:55+00:00,phone,incident,access_permissions,standard,8,Urgent
ND-2025-002259,please cancel our northstar subscription.,2025-12-19 16:50:22+00:00,email,service_request,account_admin,pro,15,Medium
ND-2025-002260,copy of nov vat invoice.,2025-12-01 09:12:33+00:00,email,service_request,billing_payments,standard,10,Low
ND-2025-002261,infinite spinner on login.,2025-12-01 14:45:10+00:00,webchat,incident,performance_outage,free,3,High
ND-2025-002262,closing business please cancel.,2025-12-02 08:30:50+00:00,email,service_request,account_admin,standard,12,Medium
ND-2025-002263,new user onboarding guide needed.,2025-12-02 11:20:15+00:00,in_app,service_request,how_to_training,pro,1,Low
ND-2025-002264,filters broken after yesterday's update.,2025-12-03 09:55:22+00:00,email,incident,bug,enterprise,20,High
ND-2025-002265,cancel service.,2025-12-03 13:40:05+00:00,webchat,service_request,account_admin,standard,9,Medium
ND-2025-002266,pdf export cuts off the bottom of the chart.,2025-12-03 16:15:45+00:00,email,service_request,data_reporting,pro,14,Medium
ND-2025-002267,admin permissions not saving for new user.,2025-12-04 08:50:11+00:00,phone,incident,access_permissions,standard,5,High
ND-2025-002268,urgent cancellation contract ending.,2025-12-04 11:30:33+00:00,email,service_request,account_admin,enterprise,30,Urgent
ND-2025-002269,api rate limit error on xero connector.,2025-12-05 09:10:20+00:00,webchat,incident,integrations,pro,8,Medium
ND-2025-002270,cheap seo services for you.,2025-12-05 14:05:55+00:00,email,service_request,other,free,0,Low
ND-2025-002271,cancel subscription.,2025-12-06 10:25:12+00:00,email,service_request,account_admin,standard,11,Medium
ND-2025-002272,upgrade to enterprise for 2026.,2025-12-06 13:50:45+00:00,in_app,service_request,billing_payments,pro,6,Medium
ND-2025-002273,potential vulnerability in login form.,2025-12-07 09:15:30+00:00,email,incident,security_privacy,enterprise,42,Urgent
ND-2025-002274,i want to delete my account.,2025-12-07 12:40:10+00:00,webchat,service_request,account_admin,standard,2,Medium
ND-2025-002275,shared report asking for login.,2025-12-08 08:55:22+00:00,email,service_request,data_reporting,pro,16,Low
ND-2025-002276,mobile app crashes on launch.,2025-12-08 11:15:05+00:00,phone,incident,bug,standard,7,High
ND-2025-002277,cancelling before the next billing cycle.,2025-12-08 15:30:45+00:00,email,service_request,account_admin,pro,13,Medium
ND-2025-002278,double billing on my card.,2025-12-09 09:40:11+00:00,webchat,service_request,billing_payments,standard,4,High
ND-2025-002279,stop sending me marketing emails.,2025-12-09 12:20:33+00:00,email,service_request,account_admin,pro,9,Low
ND-2025-002280,closing account.,2025-12-10 08:10:55+00:00,email,service_request,account_admin,standard,18,Medium
ND-2025-002281,salesforce is down affecting northstar sync.,2025-12-10 10:35:20+00:00,in_app,incident,integrations,enterprise,25,High
ND-2025-002282,examples of marketing dashboards.,2025-12-10 14:50:12+00:00,email,service_request,how_to_training,free,2,Low
ND-2025-002283,terminate account nd-ent-991.,2025-12-11 09:05:45+00:00,email,service_request,account_admin,enterprise,33,High
ND-2025-002284,very slow to load polaris boards.,2025-12-11 11:30:22+00:00,webchat,incident,performance_outage,pro,11,Medium
ND-2025-002285,vat receipt for dec.,2025-12-11 15:15:10+00:00,email,service_request,billing_payments,standard,5,Low
ND-2025-002286,cancellation request.,2025-12-12 08:40:33+00:00,email,service_request,account_admin,standard,8,Medium
ND-2025-002287,mfa code not arriving for orbit id.,2025-12-12 10:55:00+00:00,phone,incident,access_permissions,pro,12,Urgent
ND-2025-002288,data refresh is 4 hours behind.,2025-12-12 13:20:45+00:00,email,service_request,data_reporting,enterprise,19,Medium
ND-2025-002289,closing account thanks.,2025-12-13 09:30:11+00:00,email,service_request,account_admin,standard,6,Medium
ND-2025-002290,text overlapping on dashboard.,2025-12-13 12:10:55+00:00,webchat,incident,bug,pro,4,Low
ND-2025-002291,received dunning email but i paid.,2025-12-13 16:45:22+00:00,email,service_request,billing_payments,standard,15,High
ND-2025-002292,cancel subscription effective immediately.,2025-12-14 08:20:30+00:00,email,service_request,account_admin,pro,22,Medium
ND-2025-002293,how do i change chart colors?,2025-12-14 11:05:12+00:00,in_app,service_request,how_to_training,free,3,Low
ND-2025-002294,urgent close account avoid auto renew.,2025-12-15 09:15:45+00:00,email,service_request,account_admin,enterprise,40,Urgent
ND-2025-002295,getting random errors when saving.,2025-12-15 13:30:10+00:00,webchat,incident,performance_outage,pro,10,High
ND-2025-002296,excel export is formatted wrong.,2025-12-16 08:50:22+00:00,email,service_request,data_reporting,standard,14,Medium
ND-2025-002297,cancel my account.,2025-12-16 11:10:55+00:00,email,service_request,account_admin,standard,7,Medium
ND-2025-002298,domain verification failed for sso.,2025-12-16 14:45:33+00:00,phone,incident,access_permissions,pro,5,Medium
ND-2025-002299,requesting account termination.,2025-12-17 09:25:12+00:00,email,service_request,account_admin,enterprise,28,Medium
ND-2025-002300,api 401 unauthorized on connector.,2025-12-17 12:00:45+00:00,webchat,incident,integrations,pro,16,High
ND-2025-002301,incorrect address on invoice.,2025-12-18 08:35:11+00:00,email,service_request,billing_payments,standard,11,Medium
ND-2025-002302,closing account.,2025-12-18 10:45:30+00:00,email,service_request,account_admin,standard,9,Medium
ND-2025-002303,v2 update broke my dashboard layout.,2025-12-18 15:10:55+00:00,in_app,incident,bug,pro,23,High
ND-2025-002304,urgent closure needed today.,2025-12-19 09:50:22+00:00,email,service_request,account_admin,enterprise,37,Urgent
ND-2025-002305,data missing from widget.,2025-12-19 13:20:10+00:00,webchat,service_request,data_reporting,standard,13,Medium
ND-2025-002306,site is down 503 service unavailable.,2025-12-24 09:15:33+00:00,email,incident,performance_outage,enterprise,60,Urgent
ND-2025-002307,forgot password need to login.,2025-12-27 11:45:12+00:00,email,service_request,account_admin,standard,12,Medium
