case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-002220,2026-01-01T00:00:00Z,2025-12-09 15:45:33+00:00,email,incident,security_privacy,suspicious_activity,Urgent,4.0,0.4,1.8,solved,fixed,true,security,security,50,enterprise,North West,45-54,M,suspicious login attempt flagged on admin account.,Negative,5,security; suspicious_login; orbit_id
ND-2025-002221,2026-01-01T00:00:00Z,2025-12-10 08:30:22+00:00,email,service_request,account_admin,data_retention,Medium,24.0,6.5,22.0,solved,answered,false,data,,20,pro,Yorkshire,35-44,F,what happens to our data after we cancel?,Neutral,,retention; gdpr; admin
ND-2025-002222,2026-01-01T00:00:00Z,2025-12-10 09:55:00+00:00,webchat,incident,bug,mobile_issue,Low,48.0,40.0,49.5,solved,fixed,false,engineering,,10,standard,South East,25-34,M,app crashing on ios 17.,Negative,4,mobile; crash; bug
ND-2025-002223,2026-01-01T00:00:00Z,2025-12-10 13:10:45+00:00,email,service_request,account_admin,account_closure,Medium,24.0,4.2,21.5,solved,fixed,false,operations,,3,free,East Midlands,35-44,F,delete my account.,Neutral,,closure; admin; user_management
ND-2025-002224,2026-01-01T00:00:00Z,2025-12-11 09:00:05+00:00,in_app,incident,performance_outage,latency_spike,High,8.0,1.8,5.5,solved,fixed,false,engineering,,28,pro,London,25-34,M,polaris boards are loading very slowly this morning.,Negative,3,latency; slow; loading; polaris
ND-2025-002225,2026-01-01T00:00:00Z,2025-12-11 11:25:30+00:00,email,service_request,billing_payments,plan_change_billing,Medium,24.0,18.0,26.5,solved,fixed,false,billing,,13,standard,Wales,45-54,F,downgrading to free tier for the new year.,Neutral,5,downgrade; subscription; plan_change
ND-2025-002226,2026-01-01T00:00:00Z,2025-12-11 14:40:12+00:00,phone,incident,access_permissions,account_locked,Urgent,4.0,0.2,1.5,solved,fixed,false,operations,,5,standard,South West,55-64,M,locked out of orbit id cannot access invoices.,Negative,2,locked_out; orbit_id; password; invoice
ND-2025-002227,2026-01-01T00:00:00Z,2025-12-12 08:15:55+00:00,email,service_request,account_admin,account_closure,Medium,24.0,5.5,23.1,solved,fixed,false,operations,,19,pro,North East,35-44,F,please process account closure before renewal date.,Neutral,,closure; admin; subscription
ND-2025-002228,2026-01-01T00:00:00Z,2025-12-12 10:30:33+00:00,webchat,service_request,data_reporting,export_issue,High,8.0,1.5,4.8,solved,workaround,false,data,,30,enterprise,London,25-34,M,urgent export needed csv format failing.,Negative,4,export; csv; polaris; bug
ND-2025-002229,2026-01-01T00:00:00Z,2025-12-12 15:50:20+00:00,email,incident,integrations,webhook_failure,Medium,24.0,12.2,25.5,open,,false,engineering,,16,pro,Scotland,35-44,F,shopify webhook not triggering.,Neutral,,webhook; shopify; connector; integration
ND-2025-002230,2026-01-01T00:00:00Z,2025-12-13 09:10:05+00:00,email,service_request,account_admin,org_settings,Low,48.0,30.5,52.0,solved,answered,false,operations,,2,free,South East,18-24,M,change organization name.,Neutral,,organization; settings; admin
ND-2025-002231,2026-01-01T00:00:00Z,2025-12-13 11:45:15+00:00,in_app,incident,bug,browser_compatibility,Medium,24.0,10.0,22.5,solved,fixed,false,engineering,,8,standard,West Midlands,45-54,F,widgets look broken on firefox.,Neutral,4,firefox; browser; ui; widget
ND-2025-002232,2026-01-01T00:00:00Z,2025-12-13 13:20:44+00:00,email,service_request,account_admin,account_closure,High,8.0,2.1,7.5,solved,fixed,false,operations,,25,pro,North West,35-44,M,urgent cancellation request.,Negative,,closure; admin; subscription
ND-2025-002233,2026-01-01T00:00:00Z,2025-12-14 08:55:12+00:00,email,service_request,billing_payments,refund_request,Medium,24.0,6.8,18.5,solved,fixed,true,billing,billing,1,standard,London,25-34,F,charged twice want refund.,Negative,1,refund; duplicate_charge; payment
ND-2025-002234,2026-01-01T00:00:00Z,2025-12-14 12:05:30+00:00,webchat,service_request,how_to_training,best_practice,Low,48.0,2.5,10.2,solved,answered,false,operations,,4,pro,East of England,35-44,M,best way to configure year-end reports?,Neutral,5,best_practice; polaris; report; configuration
ND-2025-002235,2026-01-01T00:00:00Z,2025-12-14 15:30:00+00:00,email,incident,performance_outage,degraded_performance,High,8.0,4.5,9.0,solved,fixed,false,engineering,,45,enterprise,London,45-54,F,system is sluggish when running large reports.,Negative,3,slow; latency; polaris; report
ND-2025-002236,2026-01-01T00:00:00Z,2025-12-15 09:00:22+00:00,email,service_request,account_admin,account_closure,Medium,24.0,5.0,20.1,solved,fixed,false,operations,,12,standard,South West,25-34,M,cancelling service thanks.,Neutral,,closure; admin; other
ND-2025-002237,2026-01-01T00:00:00Z,2025-12-15 10:20:11+00:00,phone,incident,access_permissions,sso_setup,Urgent,4.0,1.0,3.5,solved,fixed,false,operations,,10,enterprise,Scotland,35-44,F,okta sso configuration failing for new users.,Negative,4,okta; sso; orbit_id; configuration
ND-2025-002238,2026-01-01T00:00:00Z,2025-12-15 13:40:55+00:00,email,service_request,data_reporting,timezone_confusion,Low,48.0,20.5,40.2,solved,answered,false,data,,5,standard,Wales,45-54,M,report timestamps are in utc need gmt.,Neutral,,timezone; report; polaris; configuration
ND-2025-002239,2026-01-01T00:00:00Z,2025-12-15 16:15:30+00:00,webchat,service_request,account_admin,account_closure,High,8.0,1.5,5.5,solved,fixed,false,billing,,3,free,London,18-24,F,stop emails and delete account.,Negative,3,closure; admin; email_prefs
ND-2025-002240,2026-01-01T00:00:00Z,2025-12-16 08:10:45+00:00,email,incident,integrations,api_auth_error,Medium,24.0,8.2,25.5,open,,false,engineering,,22,pro,North East,35-44,M,hubspot token invalid error.,Neutral,,hubspot; token; api; connector
ND-2025-002241,2026-01-01T00:00:00Z,2025-12-16 09:35:12+00:00,in_app,service_request,billing_payments,credit_card,High,8.0,2.5,6.0,solved,fixed,false,billing,,14,standard,Yorkshire,45-54,F,update card for jan payment.,Neutral,5,credit_card; payment; subscription
ND-2025-002242,2026-01-01T00:00:00Z,2025-12-16 11:50:00+00:00,email,service_request,account_admin,account_closure,Medium,24.0,5.8,21.0,solved,fixed,false,operations,,6,pro,South East,25-34,M,we are moving to a different provider please close account.,Neutral,,closure; admin; subscription
ND-2025-002243,2026-01-01T00:00:00Z,2025-12-16 14:25:33+00:00,webchat,incident,bug,ui_glitch,Low,48.0,10.5,45.5,solved,duplicate,false,engineering,,9,standard,East Midlands,35-44,F,menu bar overlaps the polaris chart.,Neutral,,ui; glitch; polaris; chart
ND-2025-002244,2026-01-01T00:00:00Z,2025-12-16 15:40:10+00:00,email,service_request,account_admin,gdpr_request,Medium,24.0,12.0,23.5,solved,answered,false,security,,2,free,London,25-34,M,gdpr deletion request.,Neutral,5,gdpr; privacy; admin; closure
ND-2025-002245,2026-01-01T00:00:00Z,2025-12-17 09:05:22+00:00,email,service_request,account_admin,account_closure,Urgent,4.0,1.2,3.8,solved,fixed,false,operations,,35,enterprise,North West,45-54,F,terminate contract nd-ent-882 immediately.,Neutral,,closure; admin; contract
ND-2025-002246,2026-01-01T00:00:00Z,2025-12-17 10:45:55+00:00,phone,incident,performance_outage,database_slow,Urgent,4.0,0.5,2.5,solved,fixed,true,engineering,engineering,55,enterprise,London,35-44,M,reports timing out for the ceo.,Negative,2,timeout; slow; database; polaris
ND-2025-002247,2026-01-01T00:00:00Z,2025-12-17 13:15:11+00:00,email,service_request,data_reporting,export_issue,Medium,24.0,4.5,22.0,solved,workaround,false,data,,11,pro,South West,25-34,F,cannot export widget a to image.,Neutral,4,export; widget; polaris; bug
ND-2025-002248,2026-01-01T00:00:00Z,2025-12-17 16:00:30+00:00,webchat,service_request,account_admin,account_closure,Medium,24.0,3.2,19.5,solved,fixed,false,operations,,8,standard,Scotland,35-44,M,cancel account.,Neutral,,closure; admin; other
ND-2025-002249,2026-01-01T00:00:00Z,2025-12-18 08:20:45+00:00,email,service_request,billing_payments,invoice_error,High,8.0,2.8,7.2,solved,fixed,false,billing,,17,pro,Wales,45-54,F,invoice dated 2026 generated too early.,Neutral,3,invoice; payment; error
ND-2025-002250,2026-01-01T00:00:00Z,2025-12-18 09:50:12+00:00,in_app,service_request,account_admin,account_closure,Medium,24.0,6.0,20.5,solved,fixed,false,operations,,4,standard,Northern Ireland,25-34,M,need to shut down this workspace.,Neutral,5,closure; admin; organization
ND-2025-002251,2026-01-01T00:00:00Z,2025-12-18 11:10:05+00:00,email,incident,integrations,mapping_error,Medium,24.0,15.2,26.0,open,,false,engineering,,13,pro,London,35-44,F,salesforce fields not mapping correctly to polaris.,Neutral,,mapping_error; salesforce; polaris; connector
ND-2025-002252,2026-01-01T00:00:00Z,2025-12-18 14:30:33+00:00,webchat,service_request,how_to_training,documentation_clarification,Low,48.0,1.5,5.2,solved,answered,false,operations,,1,free,South East,18-24,M,help with widget setup.,Neutral,,how_to; widget; setup; docs
ND-2025-002253,2026-01-01T00:00:00Z,2025-12-18 16:45:20+00:00,email,service_request,account_admin,account_closure,High,8.0,2.5,6.8,solved,fixed,false,operations,,21,pro,Yorkshire,45-54,F,urgent closure request avoid jan charge.,Negative,4,closure; admin; billing; subscription
ND-2025-002254,2026-01-01T00:00:00Z,2025-12-19 09:00:00+00:00,email,service_request,data_reporting,missing_data,Medium,24.0,5.1,18.2,solved,fixed,false,data,,7,standard,West Midlands,35-44,M,missing data points in year end report.,Negative,3,missing_data; report; polaris; kpi
ND-2025-002255,2026-01-01T00:00:00Z,2025-12-19 10:15:45+00:00,webchat,service_request,account_admin,account_closure,Medium,24.0,3.5,19.0,solved,fixed,false,operations,,5,standard,London,25-34,F,close account.,Neutral,,closure; admin; user_management
ND-2025-002256,2026-01-01T00:00:00Z,2025-12-19 11:40:11+00:00,in_app,incident,bug,broken_link,Low,48.0,12.5,45.1,solved,fixed,false,engineering,,12,pro,East of England,35-44,M,link to help center gives 404.,Neutral,5,404; broken_link; help_center; bug
ND-2025-002257,2026-01-01T00:00:00Z,2025-12-19 13:25:30+00:00,email,service_request,account_admin,data_retention,Low,48.0,22.0,40.5,solved,answered,false,operations,,26,enterprise,London,45-54,F,confirming data deletion policy post-closure.,Neutral,5,retention; policy; admin; closure
ND-2025-002258,2026-01-01T00:00:00Z,2025-12-19 15:10:55+00:00,phone,incident,access_permissions,password_reset,Urgent,4.0,0.3,1.2,solved,fixed,false,operations,,8,standard,North West,55-64,M,cannot reset password for orbit id.,Negative,2,password; orbit_id; login; reset
ND-2025-002259,2026-01-01T00:00:00Z,2025-12-19 16:50:22+00:00,email,service_request,account_admin,account_closure,Medium,24.0,4.8,21.5,solved,fixed,false,operations,,15,pro,South West,25-34,F,please cancel our northstar subscription.,Neutral,4,closure; admin; subscription
ND-2025-002260,2026-01-01T00:00:00Z,2025-12-01 09:12:33+00:00,email,service_request,billing_payments,vat_receipt,Low,48.0,40.1,49.2,solved,answered,false,billing,,10,standard,East Midlands,35-44,M,copy of nov vat invoice.,Neutral,5,vat; invoice; payment
ND-2025-002261,2026-01-01T00:00:00Z,2025-12-01 14:45:10+00:00,webchat,incident,performance_outage,spinner,High,8.0,2.1,5.5,solved,fixed,false,engineering,,3,free,London,18-24,F,infinite spinner on login.,Negative,2,spinner; login; slow; bug
ND-2025-002262,2026-01-01T00:00:00Z,2025-12-02 08:30:50+00:00,email,service_request,account_admin,account_closure,Medium,24.0,7.5,23.0,solved,fixed,false,operations,,12,standard,Scotland,45-54,M,closing business please cancel.,Neutral,,closure; admin; other
ND-2025-002263,2026-01-01T00:00:00Z,2025-12-02 11:20:15+00:00,in_app,service_request,how_to_training,onboarding_help,Low,48.0,2.5,8.5,solved,answered,false,operations,,1,pro,Wales,25-34,F,new user onboarding guide needed.,Neutral,5,onboarding; training; docs; help_center
ND-2025-002264,2026-01-01T00:00:00Z,2025-12-03 09:55:22+00:00,email,incident,bug,regression_after_update,High,8.0,3.0,7.8,solved,fixed,false,engineering,,20,enterprise,London,35-44,M,filters broken after yesterday's update.,Negative,3,regression; filter; bug; polaris
ND-2025-002265,2026-01-01T00:00:00Z,2025-12-03 13:40:05+00:00,webchat,service_request,account_admin,account_closure,Medium,24.0,5.2,20.0,solved,fixed,false,operations,,9,standard,North East,25-34,F,cancel service.,Neutral,,closure; admin; subscription
ND-2025-002266,2026-01-01T00:00:00Z,2025-12-03 16:15:45+00:00,email,service_request,data_reporting,export_issue,Medium,24.0,8.5,22.1,solved,workaround,false,data,,14,pro,South East,45-54,M,pdf export cuts off the bottom of the chart.,Negative,4,export; pdf; chart; bug
ND-2025-002267,2026-01-01T00:00:00Z,2025-12-04 08:50:11+00:00,phone,incident,access_permissions,role_assignment,High,8.0,1.5,4.5,solved,fixed,false,operations,,5,standard,London,35-44,F,admin permissions not saving for new user.,Negative,3,admin; role_assignment; settings; bug
ND-2025-002268,2026-01-01T00:00:00Z,2025-12-04 11:30:33+00:00,email,service_request,account_admin,account_closure,Urgent,4.0,0.8,3.2,solved,fixed,false,operations,,30,enterprise,Yorkshire,45-54,M,urgent cancellation contract ending.,Neutral,,closure; admin; contract; enterprise_tier
ND-2025-002269,2026-01-01T00:00:00Z,2025-12-05 09:10:20+00:00,webchat,incident,integrations,rate_limit_hit,Medium,24.0,6.2,21.5,solved,explained,false,engineering,,8,pro,North West,25-34,F,api rate limit error on xero connector.,Negative,4,rate_limit_hit; xero; api; connector
ND-2025-002270,2026-01-01T00:00:00Z,2025-12-05 14:05:55+00:00,email,service_request,other,spam,Low,72.0,60.5,65.0,solved,cancelled,false,operations,,0,free,London,35-44,M,cheap seo services for you.,Neutral,,spam; miscellaneous
ND-2025-002271,2026-01-01T00:00:00Z,2025-12-06 10:25:12+00:00,email,service_request,account_admin,account_closure,Medium,24.0,4.5,19.2,solved,fixed,false,operations,,11,standard,South West,25-34,F,cancel subscription.,Neutral,,closure; admin; subscription
ND-2025-002272,2026-01-01T00:00:00Z,2025-12-06 13:50:45+00:00,in_app,service_request,billing_payments,plan_change_billing,Medium,24.0,15.5,28.0,solved,fixed,false,billing,,6,pro,East Midlands,35-44,M,upgrade to enterprise for 2026.,Neutral,5,upgrade; enterprise_tier; subscription
ND-2025-002273,2026-01-01T00:00:00Z,2025-12-07 09:15:30+00:00,email,incident,security_privacy,vulnerability_disclosure,Urgent,4.0,0.5,2.1,solved,fixed,true,security,security,42,enterprise,London,45-54,F,potential vulnerability in login form.,Negative,5,vulnerability; security; login; orbit_id
ND-2025-002274,2026-01-01T00:00:00Z,2025-12-07 12:40:10+00:00,webchat,service_request,account_admin,account_closure,Medium,24.0,3.8,18.5,solved,fixed,false,operations,,2,standard,Scotland,18-24,M,i want to delete my account.,Neutral,,closure; admin; user_management
ND-2025-002275,2026-01-01T00:00:00Z,2025-12-08 08:55:22+00:00,email,service_request,data_reporting,report_permissions,Low,48.0,22.5,45.2,solved,answered,false,data,,16,pro,Northern Ireland,35-44,F,shared report asking for login.,Neutral,4,report; permissions; login; polaris
ND-2025-002276,2026-01-01T00:00:00Z,2025-12-08 11:15:05+00:00,phone,incident,bug,app_crash,High,8.0,1.2,4.8,solved,fixed,false,engineering,,7,standard,London,25-34,M,mobile app crashes on launch.,Negative,3,mobile; crash; bug; app
ND-2025-002277,2026-01-01T00:00:00Z,2025-12-08 15:30:45+00:00,email,service_request,account_admin,account_closure,Medium,24.0,5.5,22.0,solved,fixed,false,operations,,13,pro,West Midlands,35-44,F,cancelling before the next billing cycle.,Neutral,,closure; admin; billing
ND-2025-002278,2026-01-01T00:00:00Z,2025-12-09 09:40:11+00:00,webchat,service_request,billing_payments,duplicate_charge,High,8.0,2.5,6.5,solved,fixed,false,billing,,4,standard,South East,25-34,M,double billing on my card.,Negative,2,duplicate_charge; credit_card; payment
ND-2025-002279,2026-01-01T00:00:00Z,2025-12-09 12:20:33+00:00,email,service_request,account_admin,notification_settings,Low,48.0,25.0,46.0,solved,answered,false,operations,,9,pro,North East,45-54,F,stop sending me marketing emails.,Neutral,5,notifications; email_prefs; admin
ND-2025-002280,2026-01-01T00:00:00Z,2025-12-10 08:10:55+00:00,email,service_request,account_admin,account_closure,Medium,24.0,6.2,24.1,solved,fixed,false,operations,,18,standard,South West,35-44,M,closing account.,Neutral,,closure; admin; other
ND-2025-002281,2026-01-01T00:00:00Z,2025-12-10 10:35:20+00:00,in_app,incident,integrations,third_party_outage,High,8.0,1.8,5.0,solved,answered,false,engineering,,25,enterprise,London,25-34,F,salesforce is down affecting northstar sync.,Neutral,4,salesforce; outage; connector; sync
ND-2025-002282,2026-01-01T00:00:00Z,2025-12-10 14:50:12+00:00,email,service_request,how_to_training,examples_needed,Low,48.0,12.5,35.0,solved,answered,false,operations,,2,free,Yorkshire,18-24,M,examples of marketing dashboards.,Neutral,,examples; polaris; dashboard; training
ND-2025-002283,2026-01-01T00:00:00Z,2025-12-11 09:05:45+00:00,email,service_request,account_admin,account_closure,High,8.0,2.2,7.5,solved,fixed,false,operations,,33,enterprise,Wales,45-54,F,terminate account nd-ent-991.,Neutral,,closure; admin; contract
ND-2025-002284,2026-01-01T00:00:00Z,2025-12-11 11:30:22+00:00,webchat,incident,performance_outage,latency_spike,Medium,24.0,5.5,19.2,solved,fixed,false,engineering,,11,pro,East Midlands,35-44,M,very slow to load polaris boards.,Negative,3,latency; slow; loading; polaris
ND-2025-002285,2026-01-01T00:00:00Z,2025-12-11 15:15:10+00:00,email,service_request,billing_payments,vat_receipt,Low,48.0,30.2,49.5,solved,answered,false,billing,,5,standard,Scotland,25-34,F,vat receipt for dec.,Neutral,5,vat; invoice; payment
ND-2025-002286,2026-01-01T00:00:00Z,2025-12-12 08:40:33+00:00,email,service_request,account_admin,account_closure,Medium,24.0,4.8,21.0,solved,fixed,false,operations,,8,standard,London,35-44,M,cancellation request.,Neutral,,closure; admin; subscription
ND-2025-002287,2026-01-01T00:00:00Z,2025-12-12 10:55:00+00:00,phone,incident,access_permissions,mfa_reset,Urgent,4.0,0.5,1.8,solved,fixed,false,operations,,12,pro,North West,45-54,F,mfa code not arriving for orbit id.,Negative,2,mfa; orbit_id; login; 2fa
ND-2025-002288,2026-01-01T00:00:00Z,2025-12-12 13:20:45+00:00,email,service_request,data_reporting,delayed_refresh,Medium,24.0,8.5,23.5,solved,explained,false,data,,19,enterprise,South East,25-34,M,data refresh is 4 hours behind.,Negative,4,refresh; delay; polaris; data
